	TCGA-44-6777-11A-01R-1858-07	TCGA-91-6835-11A-01R-1858-07	TCGA-44-2668-11A-01R-1758-07	TCGA-50-5933-11A-01R-1755-07	TCGA-49-6745-11A-01R-1858-07	TCGA-49-6742-11A-01R-1858-07	TCGA-44-2655-11A-01R-1758-07	TCGA-50-5932-11A-01R-1755-07	TCGA-44-2661-11A-01R-1758-07	TCGA-44-3396-11A-01R-1758-07	TCGA-91-6836-11A-01R-1858-07	TCGA-49-6743-11A-01R-1858-07	TCGA-44-2665-11A-01R-1758-07	TCGA-44-6776-11A-01R-1858-07	TCGA-49-6744-11A-01R-1858-07	TCGA-44-2657-11A-01R-1758-07	TCGA-50-5930-11A-01R-1755-07	TCGA-44-6778-11A-01R-1858-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6835-01A-11R-1858-07	TCGA-44-2668-01A-01R-0946-07	TCGA-50-5933-01A-11R-1755-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-50-5932-01A-11R-1755-07	TCGA-44-2661-01A-01R-1107-07	TCGA-44-3396-01A-01R-1206-07	TCGA-91-6836-01A-21R-1858-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-49-6744-01A-11R-1858-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5930-01A-11R-1755-07	TCGA-44-6778-01A-11R-1858-07
ALDH1A2|8854	832.6429	1064.088	344.086	1355.8744	450.9225	773.474	534.3606	410.7143	463.0728	426.1409	372.6875	745.7983	303.1359	507.0922	301.2225	359.1349	365.9833	199.2925	405.05	471.3318	51.0406	29.085	40.2948	29.0828	52.3113	23.6908	35.0624	25.2853	6.6167	10.3093	57.4004	58.908	270.8758	201.3423	70.3868	93.9086
ALDH3B2|222	49.71	58.2461	55.2995	33.5275	35.4244	74.7551	23.7288	11.3636	23.2485	49.4548	39.8471	14.0056	52.6132	27.6596	30.6438	80.2504	38.7244	11.2028	128.3535	46.5011	70.9655	15.8181	137.1007	682.3266	181.5357	118.8695	107.5889	553.5914	9.7045	654.3679	55.9772	93.3908	187.3727	42.2819	313.4203	25.3807
ALOX15B|247	2471.4167	713.3586	4771.1214	2828.8109	1738.7454	4848.2291	1499.5378	1832.7922	605.4107	2647.7593	2003.2932	1438.3754	4339.3728	5100.7092	4750.4482	2608.4234	9088.8383	688.0896	2838.506	1097.9684	441.897	684.2622	854.0541	430.2759	1781.95	3398.5869	1399.1354	500.3356	213.0569	141.0743	410.8159	2669.5402	1803.4623	1202.6846	2802.19	440.9898
ALOX5|240	4786.2469	1018.9942	7947.3886	3658.4742	2760.1476	4047.0234	3086.2866	3858.7662	3616.3328	4403.5545	4773.8384	3478.9916	5019.1638	2124.8227	2997.229	3741.605	4192.8626	3275.3538	3802.2094	1348.0813	2074.6503	1628.2481	2219.656	342.2819	831.5421	840.399	2030.7397	1177.2209	227.1725	622.3549	2528.9374	208.3333	1752.5458	1398.6577	390.4473	1401.6497
ALS2CR12|130540	3.314	172.8595	1.5361	28.9814	117.3432	62.095	12.943	10.5519	12.8104	48.2703	14.845	2.8011	3.1359	28.3688	6.52	3.9841	0.0	11.7925	1.0521	23.9278	1.3647	0.5103	2.457	0.0	1.2948	0.0	29.2988	1.5663	0.0	0.5426	1.4231	1.4368	0.0	6.7114	1.3281	8.2487
AMICA1|120425	2157.4151	587.4718	2479.6467	1433.7264	1264.2066	1649.4348	1020.0308	1124.1883	1706.1575	1614.5379	2290.0361	1216.3866	2198.6063	955.3191	1262.9177	1650.5407	1953.6826	1748.2311	1742.767	786.9074	497.5776	460.2569	712.5307	154.3624	567.6551	315.0457	1533.1412	583.1282	99.2501	123.1687	613.852	162.3563	881.3646	693.9597	324.0447	836.2944
AMOTL1|154810	3061.309	2167.633	2174.7312	3206.7055	2030.9963	1795.9307	4007.0878	3725.6494	3325.0145	3826.0877	2778.3583	2698.1793	3291.2892	3492.1986	4479.8696	2231.6448	2916.4768	3280.6604	1243.03	1464.1084	775.1621	888.3673	1442.7518	888.1432	721.4813	496.2594	915.4659	740.8816	1490.5161	866.522	1166.0342	489.2241	937.8819	777.1812	875.1863	2429.5685
ANGPT4|51378	34.797	5.0104	81.4132	55.6897	39.8524	22.9088	46.5331	87.6623	47.446	69.5922	115.6347	129.5518	57.8397	30.4965	39.1198	18.2129	78.9674	30.0708	4.2083	4.0632	1.0918	3.0616	2.457	0.0	0.5179	2.0781	2.4015	0.8951	0.4411	1.6278	0.9488	1.4368	3.055	2.6846	0.0	3.8071
ANGPTL1|9068	267.6056	469.1006	155.53	260.8325	416.2362	151.9216	215.4083	603.8961	271.391	518.2394	114.8534	425.7703	166.2021	212.766	383.3741	109.8463	361.4275	372.6415	64.7028	82.6185	45.5817	34.6979	29.9754	71.5884	35.2195	27.4314	72.0461	64.2202	3.5289	34.726	36.0531	10.7759	82.4847	69.7987	33.2013	116.1168
ANGPTL5|253935	24.855	31.3151	4.2243	3.9778	85.6089	4.22	15.1002	23.539	29.891	26.6523	2.3439	26.6106	12.1951	4.9645	18.9079	9.6756	3.7965	5.8962	1.5781	3.1603	0.0	0.5103	1.4742	1.4914	4.4024	1.6625	6.7243	0.4475	0.0	0.5426	1.8975	0.7184	2.0367	10.7383	1.3281	1.9036
ANGPTL7|10218	35.6255	51.3568	7.2965	29.5497	249.4465	7.8372	89.3683	58.4416	149.9293	73.4419	35.1592	105.042	64.8084	65.2482	65.1997	34.1491	36.4465	60.7311	1.0521	17.1558	0.2729	0.0	6.8796	2.9828	32.6298	1.6625	2.8818	1.1188	0.4411	0.0	1.8975	0.7184	6.6191	4.0268	0.0	22.8426
ANKLE1|126549	4.1425	6.263	7.2965	7.3874	2.952	2.4115	4.3143	4.0584	5.6935	5.9227	5.4692	2.1008	3.1359	10.6383	6.52	36.8469	3.7965	19.4575	16.3072	19.8646	20.1979	10.2053	111.0565	5.9657	3.8845	1.2469	11.0471	11.8595	3.5289	73.6137	10.9108	2.8736	13.2383	35.5705	15.9366	17.7665
ANKRD20A3|441425	8.285	11.2734	5.7604	18.7527	9.5941	4.22	13.2512	15.4221	2.3723	6.515	6.2505	2.8011	2.0906	34.7518	24.1239	5.1224	9.8709	61.3208	4.2083	6.772	4.0942	4.0821	1.4742	0.7457	1.5538	1.2469	0.9606	4.4753	6.1756	1.0852	3.7951	1.4368	1.0183	8.7248	1.3281	13.9594
ANKRD29|147463	691.7978	425.8857	428.5714	926.8362	1739.4834	624.5667	954.3914	1155.8442	1093.1554	872.1229	959.4556	1253.5014	877.3519	1287.234	743.2763	747.2965	1056.1883	904.4811	128.3535	118.2844	19.1061	175.0201	119.4103	134.9739	519.4872	111.3882	239.1931	29.313	6.1756	456.3212	18.0266	882.1839	87.0672	195.9732	612.232	232.2335
ANKRD7|56311	0.0	0.0	1.5361	0.5683	0.738	1.8086	1.2327	0.0	0.0	0.8884	0.7813	1.4006	0.3484	0.0	0.0	1.7075	0.0	1.1792	2.6302	11.2867	0.0	2.0411	5.8968	1.4914	5.9562	0.4156	0.4803	21.0338	1.7644	0.0	1.8975	0.0	0.5092	3.3557	9.2964	9.5178
ANLN|54443	68.7655	60.125	142.4731	27.2766	64.9446	162.1703	51.772	60.0649	93.4686	76.6994	17.9703	32.9132	55.0523	34.7518	36.5118	91.0643	23.5383	33.6085	410.8364	836.1174	2137.7004	2638.5682	2676.1671	1432.513	183.8664	472.5686	215.658	1441.0383	2120.8646	1504.0695	311.6698	145.1149	343.6864	402.6846	776.9105	468.9086
ANXA8L2|244	358.7407	2447.5902	132.8725	614.2918	1040.5904	476.8651	1441.6025	594.1558	1532.0308	551.7029	522.7001	628.8515	760.9756	1148.227	702.2005	704.041	454.8216	693.9858	6.8385	45.5982	328.0792	191.8588	172.4816	46.9799	100.997	4.1563	45.6292	6.4891	0.0	112.3169	101.0436	15.0862	73.3198	16.7785	203.192	179.5685
AOC2|314	46.396	20.668	45.3149	48.8706	22.8782	37.9804	59.7843	38.1494	60.2564	63.6694	25.0021	47.619	81.1847	24.1135	41.7278	26.181	73.6522	66.6274	8.9427	16.2528	16.1037	16.3284	16.7076	20.8799	10.3587	5.8188	7.2046	35.1309	14.9978	10.3093	11.8596	8.6207	13.2383	10.0671	87.6514	40.6091
AOX1|316	690.9693	2813.3509	653.6098	512.5728	1077.4908	285.7573	294.6071	899.3506	740.6318	689.7027	117.1973	679.972	439.0244	262.4113	679.3806	285.7143	740.3189	439.8585	236.1915	264.1084	97.4411	103.5833	163.145	110.3654	149.9417	30.7564	265.61	147.9078	14.9978	355.9414	125.2372	102.7299	241.8534	324.8322	151.3979	230.9645
APBA2|321	98.5915	74.53	93.702	58.531	51.6605	41.5976	112.1726	81.1688	130.9509	129.1157	75.7876	113.4454	137.9791	92.1986	74.3276	144.5646	82.0046	128.5377	397.1594	614.447	697.1	183.1843	77.6413	225.2051	62.9289	44.0565	433.7176	161.5574	1417.2916	164.4059	1119.5446	84.7701	640.0204	320.1342	110.2283	323.6041
APCDD1L|164284	3.314	1.8789	0.768	5.1144	5.9041	3.6172	3.0817	0.8117	1.4234	0.8884	0.0	0.0	1.3937	2.8369	1.304	1.1383	0.7593	1.7689	100.4734	1.8059	317.7073	101.032	47.6658	1.4914	0.7769	0.0	6.244	41.8438	23.3789	46.663	101.0436	0.0	32.5866	18.1208	98.2759	2.5381
APLP1|333	67.1085	194.1538	49.1551	113.6525	59.7786	62.6978	153.4669	73.8636	184.0904	91.8024	72.6624	56.7227	87.108	81.5603	129.7474	128.6283	46.3174	60.1415	249.8685	2639.7291	224.9062	85.2139	118.9189	390.0075	32.1119	58.6035	206.5322	130.678	808.5576	543.1362	334.4402	9.3391	422.0978	283.8926	532.5489	518.401
APOA1|335	17.3985	3.1315	21.8894	18.1844	32.4723	3.0143	20.339	22.7273	5.2191	17.1759	29.69	7.0028	17.77	19.1489	7.172	21.0586	22.779	12.3821	0.526	0.9029	1.6377	2.0411	2.457	11.1857	11.9125	0.4156	1.9212	1.5663	0.8822	2.1704	0.4744	7.9023	0.0	4.0268	1.3281	3.8071
APOBEC3B|9582	21.541	114.6134	69.8925	101.7019	36.9004	129.6157	25.5778	18.6688	22.6365	50.3433	16.4076	37.1148	20.5575	12.0567	11.7359	72.8515	15.9453	58.9623	91.131	508.3521	622.3132	378.6149	444.3292	650.261	86.7539	46.1347	92.219	194.8982	344.5082	251.2208	68.7856	23.3261	152.7495	124.8859	23.9049	57.1066
APOBEC4|403314	20.7125	422.1279	2.6882	115.9256	235.4244	232.1025	55.47	25.1623	15.1827	103.944	59.38	7.0028	14.6341	63.1206	17.6039	20.4895	1.5186	17.0991	0.0	69.0745	0.5459	0.0	16.2162	5.9657	3.3666	0.0	37.464	2.9089	0.0	0.5426	2.8463	4.3103	0.0	21.4765	13.2805	2.5381
APOC4|346	4.1425	1.8789	8.8326	1.1365	3.69	0.6029	6.4715	0.0	2.3723	5.9227	1.5626	0.0	9.7561	2.8369	4.564	2.8458	1.5186	2.9481	1.0521	4.9661	0.2729	0.0	0.0	0.0	0.5179	0.0	3.3622	2.0139	0.0	1.0852	1.4231	0.0	4.5825	1.3423	2.6561	5.0761
APOH|350	184.7556	65.7618	92.1659	67.055	267.8967	160.3617	80.1233	126.6234	228.2152	43.236	148.45	644.2577	152.2648	370.922	358.5982	204.8947	178.4358	107.9009	233.0352	664.5598	3.0024	7.6539	10.8108	39.5227	21.2353	110.9726	521.6138	11.1882	8.3811	4.3407	64.5161	2.8736	286.1507	65.7718	84.9953	13.9594
APOLD1|81575	374.4822	412.1071	2410.9063	2000.8524	988.9299	3500.2261	1080.4314	1268.6688	477.3066	3123.6512	1890.7838	11215.6863	2414.6341	2873.7589	3490.1385	199.2032	1194.3812	3245.8726	462.9143	240.6321	655.0665	721.5114	510.0737	691.2752	313.3497	143.8071	105.1873	854.2112	376.7093	538.6869	276.5655	504.3103	1176.1711	144.8658	844.6411	712.5635
AQP10|89872	6.628	77.0352	1.9201	10.797	16.2362	4.22	7.0878	4.0584	5.2191	9.4764	3.9066	2.1008	2.7875	9.2199	3.26	5.1224	3.7965	5.3066	0.0	1.8059	0.0	0.5103	0.0	0.0	0.7769	0.0	7.2046	0.8951	0.0	0.0	0.4744	1.4368	2.5458	2.6846	2.6561	1.269
AQP11|282679	11.599	10.6471	4.6083	4.5461	14.7601	7.8372	16.3328	6.4935	7.5914	7.9957	6.2505	8.4034	5.5749	7.0922	7.172	6.8298	4.5558	8.2547	14.7291	24.3792	10.0989	11.736	12.285	48.4713	26.1556	16.2095	24.0154	27.7467	23.82	44.4927	20.8729	11.4943	18.8391	27.5168	61.0904	24.1117
AQP1|358	44547.6388	23464.2796	41536.4286	26491.5755	35765.1661	61682.5923	37380.3421	35843.8231	40695.245	37419.7332	23572.3781	47579.8319	28527.0348	37095.8652	32725.0986	26943.3238	23656.7957	37624.7936	43599.1531	6761.5169	1532.8557	29058.9073	9901.2285	12369.7987	10741.8179	2275.3907	49176.0903	2298.6776	13123.9524	3823.1525	3132.2581	6760.0575	11256.1711	46225.5034	2675.3743	18803.1853
AQP5|362	652.0298	1558.867	1170.8909	251.172	601.476	1373.9261	486.5948	320.6169	332.1219	502.5442	279.711	219.1877	140.7666	204.9645	133.6593	523.0507	135.915	144.4575	6.8385	177.8781	5.4589	0.5103	57.9853	43.997	91.4153	405.6525	967.8194	122.6225	0.4411	1.0852	3.3207	4114.9425	615.5804	2477.8523	43.8257	33.6294
AQP9|366	805.3024	1278.2834	2470.0461	1305.8673	593.3579	941.0701	126.6564	289.7727	743.0041	1527.7699	1480.5931	369.0476	498.2578	225.5319	277.0986	430.848	842.0653	2008.2547	811.152	148.0813	2520.3685	517.9166	383.7838	155.8538	99.9612	54.4472	582.6129	1293.3542	306.5726	370.0488	152.277	27.2989	505.0916	185.906	301.4678	775.3807
ARHGAP11A|9824	96.106	67.6407	124.0399	52.2802	53.8745	105.5011	78.2743	93.3442	88.2495	83.5106	67.9745	85.4342	74.9129	78.7234	106.2755	191.8042	78.208	67.217	216.728	334.0858	1357.6254	558.7376	451.5971	800.1491	136.2165	358.6866	147.9347	432.3115	955.8888	1013.0222	189.7533	114.9425	205.1935	179.8658	270.9226	618.0203
ARHGAP24|83478	635.4598	784.757	382.4885	879.6704	1096.679	1143.0294	790.1387	1258.9286	1031.4757	834.8097	714.1225	1110.6443	956.446	965.2482	1207.498	705.1793	958.9977	673.9387	495.5287	432.5056	143.8417	142.8735	418.6732	301.2677	343.6488	488.3624	283.3814	274.3343	104.9846	166.5762	259.0133	253.592	482.1792	522.8188	274.9068	373.0964
ARHGAP31|57514	3256.0066	1355.9449	3395.1613	4180.7075	2348.3395	2808.7415	3920.8012	5148.539	3481.1118	4563.1723	3683.9031	3355.042	3303.1359	4669.5035	5244.6618	2628.3438	3167.8056	3852.5943	1901.6307	1612.1896	2021.6991	965.9272	1106.1425	406.4131	635.5043	298.4206	1085.0144	956.3661	220.5558	1053.1742	1087.2865	599.8563	1388.4929	1078.5235	490.0512	2156.7259
ARHGAP6|395	429.1632	222.3374	319.1244	471.6579	275.2768	168.1989	602.1572	557.6299	334.4942	480.0378	310.9636	308.8235	267.5958	483.6879	661.1247	167.8998	517.8436	485.8491	194.1084	89.842	40.1228	93.8883	72.7273	47.7256	106.9533	50.7066	64.3612	73.6183	11.0278	54.2594	50.759	66.8103	117.1079	95.9732	62.4184	170.0508
ARHGEF16|27237	160.7291	323.1721	200.4608	214.235	200.0	236.3225	197.2265	179.3831	199.2731	220.9181	225.8002	185.5742	283.9721	285.1064	174.0831	210.0171	204.2521	160.967	254.0768	529.1196	595.8376	489.3419	429.484	1681.5809	977.0814	131.3383	345.341	683.3744	1273.4892	592.5122	419.8292	1297.4138	616.0896	798.6577	605.5918	255.0761
ARL14|80117	1.657	1.2526	0.384	4.5461	1.476	3.6172	0.3082	1.6234	2.8468	0.2961	0.7813	2.1008	2.439	0.0	0.0	0.0	1.5186	4.1274	0.526	4.0632	33.8451	9.695	53.5627	175.9881	11.1356	0.8313	2.8818	27.2992	0.0	5.9685	4.2694	0.0	43.7882	1.3423	10.6244	2.5381
ARMC3|219681	98.5915	1198.743	5.7604	329.5923	642.0664	639.0354	185.8243	25.974	24.1975	278.9609	116.416	2.8011	24.7387	230.4965	74.9796	77.9738	0.7593	61.9104	18.4114	161.1738	33.8451	19.9002	20.6388	9.6943	36.2553	5.4032	62.9203	78.9886	20.7322	8.6815	10.9108	4.3103	37.6782	51.0067	66.4026	11.4213
ARMC4|55130	71.251	1048.4304	1.1521	262.5373	566.7897	503.3911	180.5855	51.9481	35.5845	204.9267	115.6347	7.0028	31.3589	221.2766	70.4156	69.4365	3.7965	55.4245	3.6823	141.7607	12.5554	41.3313	51.5971	8.2028	6.9921	1.6625	70.6052	158.6485	50.7278	0.0	5.6926	7.1839	5.6008	37.5839	6.6403	24.7462
ARNT2|9915	791.2179	1114.8185	789.9386	563.1482	357.1956	1345.5916	751.3097	750.8117	973.5916	680.2263	818.0375	551.1204	666.899	1095.0355	949.9593	1048.9471	523.1587	1119.1038	223.5665	734.5372	126.9191	205.1256	528.7469	184.9366	241.098	81.0474	2122.4784	85.9253	309.6603	245.7949	412.7135	173.8506	327.9022	263.0872	212.4883	1098.9848
ARTN|9048	6.628	9.3945	8.4485	4.5461	6.6421	12.6601	4.6225	5.6818	7.1169	4.1459	3.1253	3.5014	4.5296	2.1277	3.26	7.399	12.1488	9.434	3.1562	29.3454	14.739	13.2668	1.9656	85.7569	3.6255	7.8969	21.6138	13.2021	27.3489	26.0445	20.3985	12.2126	6.11	16.7785	88.9795	18.401
AR|367	74.565	83.2982	12.2888	59.0993	34.6863	45.8176	84.7458	52.7597	37.9568	89.4333	41.4097	18.2073	30.662	60.2837	69.1117	29.5959	26.5756	34.7877	53.656	190.5192	8.7342	7.1437	15.7248	2.9828	43.5064	21.197	7.2046	12.9783	3.5289	9.2241	43.1689	139.3678	17.3116	28.8591	5.3122	71.7005
ASAH2|56624	0.8285	6.8893	0.768	0.0	2.214	3.6172	1.2327	0.8117	4.7446	0.8884	1.5626	0.7003	1.7422	4.9645	0.652	1.1383	0.0	5.8962	3.6823	2.7088	5.7318	14.2874	3.9312	2.9828	16.8328	22.8595	0.9606	2.2376	6.6167	4.3407	7.1157	10.0575	2.5458	3.3557	6.6403	1.9036
ASF1B|55723	94.449	69.5196	182.0276	48.3023	113.6531	160.9646	68.1048	76.2987	95.3664	68.7037	39.8471	52.521	71.777	32.6241	39.7718	336.938	44.0395	61.9104	265.1236	352.5959	699.2835	391.8817	507.6167	550.3356	100.2201	138.404	242.5552	994.1821	728.7164	939.7721	357.2106	135.7759	228.6151	307.3826	213.8164	527.9188
ASPA|443	48.8815	69.5196	19.2012	62.5089	47.9705	39.789	65.0231	46.2662	26.0953	53.0085	12.501	63.0252	21.6028	32.6241	59.3317	33.0108	21.2604	71.3443	6.3125	14.447	1.0918	4.0821	6.8796	4.4743	10.6176	3.325	9.1258	4.4753	0.0	2.1704	8.0645	3.592	8.1466	30.8725	5.3122	18.401
ASPG|374569	35.6255	13.7787	33.0261	73.3059	75.2768	12.6601	184.8998	17.0455	190.2584	76.4033	5.4692	122.549	256.446	142.5532	54.1157	114.9687	93.3941	22.9953	0.0	3.1603	0.2729	0.0	1.4742	303.5048	81.0566	3.325	7.6849	0.8951	0.4411	0.0	2.3719	1290.2299	3.055	1.3423	23.9049	5.7107
ASPM|259266	35.6255	26.3047	39.9386	9.6605	15.4982	33.1575	30.2003	21.1039	37.0079	28.4291	10.9384	19.6078	17.4216	19.8582	19.5599	112.6921	10.6302	28.8915	223.5665	546.7269	1139.8158	542.9195	307.1253	728.5608	53.0882	255.1953	67.243	175.6545	1544.7728	1123.7113	169.8292	61.0632	188.391	171.8121	292.1715	984.7716
ATAD5|79915	15.7415	36.9518	30.3379	14.7748	19.1882	25.9231	26.1941	39.7727	23.723	29.3175	40.6284	25.9104	19.5122	42.5532	51.5077	47.2396	25.0569	44.8113	54.182	245.5982	140.2934	114.2988	155.774	86.5026	26.9325	63.591	60.999	136.9434	450.3749	332.6099	55.5028	30.8908	69.2464	48.9933	75.699	243.6548
ATP12A|479	14.0845	66.3881	9.6006	29.5497	59.7786	73.5494	16.0247	0.8117	2.8468	143.0341	14.0637	1.4006	3.1359	60.2837	26.0799	32.4417	0.7593	11.7925	3.1562	43.3409	11.1907	1.5308	26.0442	1.4914	3.1076	0.0	52.3535	3.804	3.5289	3.2556	0.9488	0.7184	12.7291	20.1342	3.9842	0.0
ATP13A4|84239	1593.2063	1622.7498	882.4885	1582.0429	1337.2694	1838.1311	1241.2943	1740.2597	1732.2528	1284.6415	1962.6648	1193.9776	1680.1394	2365.9574	2437.1638	1212.2937	1557.3273	1678.066	1114.1504	968.8488	8.4613	31.6363	316.9533	208.7994	397.5139	301.7456	1624.8799	115.9096	9.2633	200.217	150.8539	849.1379	799.8982	1552.349	111.5564	750.6345
ATP13A5|344905	0.8285	2.5052	2.3041	3.4096	6.6421	2.4115	9.5532	1.6234	3.3212	11.8455	6.2505	0.7003	4.1812	15.6028	5.216	7.399	3.0372	10.0236	4.7344	0.4515	0.5459	0.5103	0.4914	0.0	2.5897	1.6625	8.1652	17.6773	0.0	0.5426	0.4744	2.1552	1.0183	1.3423	0.0	0.6345
ATP1A2|477	352.9412	243.6317	138.2488	216.508	125.4613	232.1025	325.7319	239.4481	134.2721	231.2829	68.7558	308.1232	46.3415	458.8652	371.6381	62.0376	244.4951	198.7028	82.5881	83.5214	4.3671	7.6539	25.5528	30.5742	66.8134	34.0815	30.7397	3.5802	0.8822	16.2778	2.3719	81.1782	82.9939	87.2483	57.1062	54.5685
ATP1A3|478	30.6545	10.6471	10.3687	11.3653	11.0701	6.0286	11.4022	12.987	21.8252	29.3175	8.5945	11.2045	6.9686	6.383	5.216	39.2715	9.1116	20.6368	32.6144	595.4853	32.7533	9.695	31.941	67.1141	5.1793	10.8063	44.1883	22.3764	65.7256	19.5334	8.5389	3.592	24.9491	84.5638	15.9366	606.599
AURKA|6790	67.937	42.5886	101.3825	35.2323	84.1328	168.1989	53.3128	70.6169	76.388	54.4892	64.8492	66.5266	66.5505	53.1915	36.5118	269.2089	38.7244	128.5377	163.0721	497.0655	859.7748	640.8899	547.4201	1414.616	137.7703	261.4298	201.7291	354.8892	1748.5664	679.8698	142.315	75.431	204.6843	304.0268	272.2507	472.7157
AURKB|9212	19.884	11.2734	36.4823	5.1144	19.1882	24.7174	17.5655	13.7987	19.9273	24.5794	3.1253	5.6022	15.6794	6.383	3.26	189.5276	13.6674	8.2547	78.3798	145.3725	529.5121	484.7495	300.2457	563.7584	45.8371	79.3849	96.0615	235.6232	734.8919	199.1319	64.9905	17.2414	103.3605	132.8859	200.5359	139.5939
AVPI1|60370	608.9478	417.7438	679.7235	437.5622	872.3247	906.104	572.5732	831.1688	535.1907	777.6553	909.4514	1130.9524	1104.878	746.8085	455.7457	639.1577	993.9256	586.0849	249.3425	190.0677	180.1433	246.4569	501.2285	1573.4526	673.3135	724.8545	262.2478	185.0526	194.0891	664.6772	216.3188	1069.6839	344.1955	229.5302	1367.8937	292.5127
AVPR2|554	71.251	59.4987	11.1367	14.2066	71.5867	34.9661	119.5686	65.7468	78.7603	37.3132	28.9087	109.2437	43.9024	32.6241	34.5558	37.564	49.3546	57.1934	4.7344	12.1896	2.7294	3.0616	3.9312	2.2371	13.9842	2.0781	9.1258	1.7901	0.4411	6.5111	0.9488	14.3678	10.6925	17.4497	6.6403	13.3249
AWAT2|158835	18.227	0.0	13.0568	2.8413	11.8081	28.3346	10.1695	12.1753	18.9784	11.5493	17.9703	37.1148	45.6446	21.9858	14.9959	21.0586	55.429	8.2547	0.526	1.3544	1.6377	0.0	1.9656	2.2371	2.8486	0.8313	1.4409	0.2238	1.7644	0.5426	5.6926	0.0	2.5458	1.3423	1.3281	1.269
B3GALT2|8707	84.507	42.5886	13.8249	22.1622	114.3911	23.5117	132.2034	90.9091	281.3547	74.6265	63.2866	144.958	117.77	41.844	146.6993	77.9738	38.7244	142.0991	21.0416	25.2822	3.8212	23.4721	14.2506	8.2028	38.3271	73.9817	71.0855	15.2159	2.2056	21.7037	15.1803	46.6954	32.0774	34.2282	10.6244	103.4264
B3GNT3|10331	45.5675	183.5066	103.3026	26.1401	36.9004	128.4099	24.9615	21.9156	36.5334	50.9355	46.0976	21.7087	18.1185	54.6099	56.7237	58.0535	56.1883	5.3066	353.4982	520.5418	1809.6213	950.1091	2007.371	609.2468	542.5353	817.1239	367.9155	1054.3746	321.1292	677.1568	1299.3359	1198.2759	946.5377	1085.906	1207.1994	10.7868
B3GNT4|79369	2.4855	7.5156	1.5361	2.8413	8.1181	0.6029	3.698	0.8117	2.3723	1.1845	1.5626	3.5014	1.7422	4.2553	4.564	5.6915	9.1116	3.5377	48.3956	3.1603	169.4985	70.4162	26.5356	19.3885	3.6255	0.0	5.2834	23.0477	37.4945	117.7428	194.9715	5.0287	24.9491	7.3826	13.2805	8.8832
B3GNT6|192134	18.227	0.6263	105.9908	4.5461	2.952	0.0	5.8552	1.6234	0.0	11.5493	0.7813	0.7003	0.3484	5.6738	2.608	2.2766	2.2779	0.0	984.2188	48.307	1.0918	35.2081	2916.4619	52.9456	20.9763	188.6949	6.244	22.1526	173.3569	13.0222	21.3472	2522.9885	4.0733	9.396	115.5405	0.6345
B4GALNT4|338707	8.285	53.862	0.768	3.4096	0.0	4.8229	8.3205	1.6234	6.168	1.7768	0.0	0.7003	10.453	2.1277	1.956	8.5373	0.7593	10.0236	16.3072	317.3815	87.0693	59.1905	0.4914	2.2371	1.5538	69.8254	115.7541	2.4614	264.2258	40.1519	210.1518	0.7184	62.1181	98.6577	3.9842	579.9492
BAALC|79870	229.4946	72.0248	115.9754	146.6117	507.7491	98.2668	475.1926	357.9545	317.4136	264.4502	166.4202	324.2297	288.1533	186.5248	351.4262	217.4161	88.079	679.8349	53.1299	145.3725	25.6568	17.3489	33.4152	78.2998	91.6742	20.3658	63.8809	46.7666	22.4967	21.1612	17.5522	15.0862	86.558	53.0201	42.4977	259.5178
BAI3|577	24.855	23.1732	17.2811	93.1951	23.6162	18.6888	126.9646	65.7468	65.9499	64.2617	20.3142	40.6162	47.7352	48.227	91.9315	22.7661	52.3918	100.8255	12.6249	18.9616	1.0918	1.0205	7.371	2.9828	6.4742	2.9094	6.7243	7.8317	0.4411	25.5019	5.2182	23.7069	10.1833	31.5436	11.9525	46.9543
BAIAP2L2|80115	3.314	8.1419	1.9201	5.1144	3.69	3.6172	1.849	3.2468	4.2701	1.4807	4.6879	0.7003	3.8328	2.8369	1.304	6.8298	2.2779	7.0755	119.4108	9.0293	132.9239	89.296	5.4054	121.5511	11.1356	44.8878	4.3228	7.3842	1.3233	3.7982	28.463	129.3103	28.5132	17.4497	5.3122	8.8832
BCL2L15|440603	28.169	79.5404	28.4178	17.6161	28.7823	90.4295	12.3267	13.7987	20.8762	11.5493	18.7516	26.6106	12.1951	17.0213	19.5599	21.6278	22.779	17.0991	297.212	149.8871	36.5745	218.9027	390.172	1414.616	402.9522	327.0989	649.3756	171.403	79.8412	120.9984	228.6528	377.8736	348.778	92.6174	509.972	17.7665
BCL6B|255877	811.1019	485.3844	518.8172	855.2351	1061.2546	513.0369	2105.3929	1073.0519	952.2409	802.8269	555.5154	1492.2969	887.8049	351.0638	781.7441	548.6625	313.5915	1666.8632	530.7733	242.8894	265.5749	365.8583	277.6413	202.088	262.3333	132.1696	101.8252	322.4435	146.0079	374.3896	281.3093	88.3621	323.3198	173.8255	237.7213	542.5127
